,id,phases,sponsor,collaborators,interventions,locations,enrollment,conditions,Start Date,Max Phase
810,NCT04656652,Phase 3,Daiichi Sankyo,,"Drug: DS-1062a,Drug: Docetaxel","Poland,Brazil,Hungary,Belgium,Italy,Netherlands,Taiwan,United Kingdom,Romania,China,Mexico,Argentina,Hong Kong,Singapore,Australia,United States,Switzerland,Japan,Germany,Russian Federation,Puerto Rico,Korea, Republic of,Spain,Canada,Czechia,France",590,Non-small Cell Lung Cancer,2020-11-19,3
811,EUCTR2020-001574-29-PL,"Phase 3,Phase 2,Phase 1",AstraZeneca AB,,Product Name: Trastuzumab Deruxtecan Product Code: DS-8201a Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: Trastuzumab deruxtecan CAS Number: 1599440-13-7 Current Sponsor code: DS-8201a Other descriptive name: Anti-HER2 antibody drug conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-,"Russian Federation,Poland,India,Belgium,Italy,Thailand,Brazil,Spain,Canada,Netherlands,Korea, Republic of,Taiwan,Czechia,Australia,United States,United Kingdom",280,"Treatment in locally advanced unresectable metastatic patients with HER2 overexpressed (IHC 3+ or IHC 2+) and HER2 low (1+) selected solid tumors not eligible for curative therapy.  MedDRA version: 20.0 Level: SOC Classification code 10029104 Term: Neoplasms benign, malignant and unspecified (incl cysts and polyps) System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2020-11-09,3
812,NCT04506333,,University of Louisiana Monroe,,"Device: A&D UA-651 Blood Pressure Monitor,Device: ADC 740-N Manual Sphygmomanometer",United States,50,Blood Pressure,2020-06-08,
813,ACTRN12620000773932,,"Arterica, Inc.",,"The device used is the Arterica Closure Device (ACD). The ACD is a medical device used to close large-bore vascular access sites following endovascular or interventional procedures. It is a handheld device operated by a trained clinician or doctor. The device has a handle and a nose with an extended tip. The tip of the device is inserted into the access site where it brings together the surrounding tissue and closes the wound.   The investigational procedure will be performed in an operation room or catherization lab, by an experienced and trained device operator.    The ADC procedure will take approximately 30 minutes.   The device must be used per the Instructions for Use. The sponsor will ensure all device operators are trained.",New Zealand,21,"Surgery - Other surgery,  large-bore common femoral access site,large-bore common femoral access site",2020-07-28,
814,ACTRN12620000757910,,Dr Myo Min,,"This study will evaluate the feasibility of a diffusion-weighted magnetic resonance imaging (DW-MRI) guided radiotherapy boost for locally advanced rectal cancer.   Patients will undergo pre-treatment MRI in the fortnight prior to commencing radiotherapy (+/- chemotherapy). Boost volume will be defined quantitatively according to intratumoural apparent diffusion coefficient (ADC) value. This volume will be targeted for a single-fraction 5-10Gy boost 3-5 days prior to commencing standard radiotherapy (50Gy delivered in 25 fractions).   Treatment will be administered by the Radiation Oncology department at Sunshine Coast University Hospital (SCUH), Birtinya. Each treatment takes approximately 15 minutes per day. Patients will be reviewed once per week by radiation oncology medical staff as per normal practice. Patients will also be asked to complete a quality of life questionnaire at several timepoints prior to, during and following completion of the treatment course, which will take an additional 5-10 minutes on each occasion.",Australia,30,"  Rectal cancer,Cancer - Bowel - Back passage (rectum) or large bowel (colon),Rectal cancer",2020-07-23,
815,NCT04484142,Phase 2,Daiichi Sankyo,,Drug: DS-1062a,"Germany,Hungary,Italy,Korea, Republic of,Spain,Netherlands,Taiwan,United States,Japan,France",137,Non-small Cell Lung Cancer,2020-07-20,2
816,NCT04431739,,Mohamed Ibrahim Abbas,,"Device: MRI including conventional MRI, DWI with multiple ADC values",,50,Vertebral Lesion,2020-11-06,
817,ACTRN12620000592943,Phase 1,Conjugate Light (Australia) Pty Ltd,,"The name of the drug being administered is GQ1001. GQ1001 is an Antibody-Drug Conjugate used to treat patients with HER2-positive advanced solid tumors. GQ1001 will be administered by the licensed medical staff at the clinical site as a single intravenous dose on Day 1 of a 21-day treatment cycle. Patient medical records, routine safety lab tests and other necessary medical monitoring will be conducted by the investigators and site medical staff during the study.  Eligible patients will be enrolled into one specific dose cohort following the study progress. Intra-patient dose escalation will not be allowed. Dose cohorts planned for the dose escalation are 1.2 mg/kg, 2.4 mg/kg, 3.6 mg/kg, 4.8 mg/kg, and 6.0 mg/kg. Eight cycles treatment was planned for each enrolled patient. The safety review by the Safety Review Committee (SRC) will occur on a continual basis through the duration of the study. The SCR will monitor the safety and provide decisions as to dose escalations and exploring intermediate or higher doses. Patients may stay on the study treatment longer, until disease progression occurs, unacceptable toxicity occurs, or voluntarily withdraw the consent.",Australia,13,"HER2-Positive Advanced Solid Tumors,Cancer - Any cancer,  HER2-Positive Advanced Solid Tumors",2020-05-21,1
818,ACTRN12620000534987,,Dr Myo Min,,"This study aims to assess the feasibility of diffusion weighted magnetic resonance imaging (DW-MRI) guided radiation therapy dose escalation in head and neck cancer (HNC). Participants will need to attend an MRI scan at the Sunshine Coast University Hospital within one week prior to their standard radiotherapy planning CT. This scan will be performed with the participant lying in the radiation therapy treatment position with a custom fit immobilisation mask in place and may take up to an hour to perform.   Based on the quantitative information from this scan, a high-risk volume within the tumour will be identified. A boost dose of 5-7Gy in one fraction will be delivered to this tumour subvolume defined by an area of low apparent diffusion coefficient (ADC) value, representative of increased cellular density. This is followed by a 3-5 day break then the standard fractionated radiation therapy schedule of 66-70Gy over 6-7 weeks is delivered. Each individual treatment takes approximately 15 minutes.  The study will be conducted by the Radiation Oncology department at the Sunshine Coast University Hospital in Birtinya, Queensland. The participant will be asked to complete quality of life questionnaires at 5 different timepoints before, during and after the treatment period. These questionnaires may take up to 5mins to complete each time. Patients will be monitored closely by the treating team for any acute or late treatment side effects.",Australia,30,"Head and Neck Cancer,  Head and Neck Cancer,Cancer - Head and neck",2020-04-30,
819,NCT04264936,"Phase 2,Phase 1",Beijing Cancer Hospital,,Drug: RC48-ADC and JS001,China,36,Urothelial Carcinoma,2020-01-15,2
820,EUCTR2019-001655-39-ES,"Phase 3,Phase 2,Phase 1",Genmab A/S,,"Product Name: Tisotumab Vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: Tisotumab Vedotin CAS Number: 1418731-10-8 Current Sponsor code: IgG1-1015-011-1006 Other descriptive name: HUMAX-TF-ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-  Trade Name: Gemcitabine 1000 mg, powder for solution for infusion Pharmaceutical Form: Powder for solution for infusion INN or Proposed INN: GEMCITABINE CAS Number: 95058-81-4 Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 1000-  Trade Name: Irinotecan hydrochloride 20 mg/ml concentrate for solution for infusion Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: IRINOTECAN CAS Number: 97682-44-5 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 20-  Trade Name: Potactasol (Topotecan Actavis)4 mg Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: TOPOTECAN CAS Number: 123948-87-8 Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 4-  Trade Name: Vinorelbin Aurobindo 10 mg/ml Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: VINORELBINE CAS Number: 71486-22-1 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-","Estonia,Brazil,Czech Republic,Hungary,Belgium,Israel,Italy,Netherlands,Taiwan,United Kingdom,Denmark,Ukraine,Argentina,Norway,Singapore,Lithuania,Ireland,Finland,United States,Japan,Germany,Sweden,Austria,Korea, Republic of,Spain,Canada,Croatia,Greece,France",482,"Therapeutic area: Diseases [C] - Cancer [C04],Second- or Third-Line Recurrent or Metastatic Cervical Cancer  MedDRA version: 21.1 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ",2019-12-20,3
821,NCT04146610,Phase 1,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",,Drug: an antibody drug conjugate,China,30,Neoplasms,2019-10-28,1
822,EUCTR2019-001219-22-IE,"Phase 3,Phase 2,Phase 1","Seagen, Inc.",,Product Name: Tisotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: TISOTUMAB VEDOTIN CAS Number: 1418731-10-8 Other descriptive name: HuMax-TF-ADC Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 40-  Product Name: Tisotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: TISOTUMAB VEDOTIN CAS Number: 1418731-10-8 Other descriptive name: HuMax-TF-ADC Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 40-  Product Name: Tistotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: TISOTUMAB VEDOTIN CAS Number: 1418731-10-8 Other descriptive name: HuMax-TF-ADC Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 40-,"Belgium,United States,Italy,Spain,Ireland,Denmark",222,"Patients with epithelial ovarian cancer, primary peritoneal cancer, or fallopian tube cancer (hereafter collectively referred to as platinum-resistant ovarian cancer and abbreviated as PROC)  MedDRA version: 20.0 Level: PT Classification code 10033128 Term: Ovarian cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.0 Level: PT Classification code 10016180 Term: Fallopian tube cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 20.1 Level: PT Classification code 10080244 Term: Peritoneal cancer index System Organ Class: 10022891 - Investigations ,Therapeutic area: Diseases [C] - Cancer [C04]",2019-10-22,3
823,EUCTR2019-002991-15-ES,"Phase 3,Phase 2,Phase 1",SOLTI,,Product Code: DS-8201a Pharmaceutical Form: Powder for solution for infusion INN or Proposed INN: trastuzumab deruxtecan Current Sponsor code: DS-8201A Other descriptive name: Anti-HER2 antibody-drug conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-,Spain,180,"Her2-positive, unresectable and/or metastatic breast cancer.,Therapeutic area: Diseases [C] - Cancer [C04]",2019-04-09,3
824,EUCTR2019-001219-22-ES,"Phase 3,Phase 2,Phase 1","Seattle Genetics, Inc.",,Product Name: Tisotumab vedotin                 Product Code: HuMax-TF-ADC                 Pharmaceutical Form: Powder for concentrate for solution for infusion                 INN or Proposed INN: TISOTUMAB VEDOTIN                 CAS Number: 1418628-81-5                 Other descriptive name: HuMax-TF-ADC                 Concentration unit: mg/kg milligram(s)/kilogram                 Concentration type: equal                 Concentration number: 90-                  Product Name: Tisotumab vedotin                 Product Code: HuMax-TF-ADC                 Pharmaceutical Form: Powder for concentrate for solution for infusion                 INN or Proposed INN: TISOTUMAB VEDOTIN                 CAS Number: 1418628-81-5                 Other descriptive name: HuMax-TF-ADC                 Concentration unit: mg/kg milligram(s)/kilogram                 Concentration type: equal                 Concentration number: 200-,"Belgium,United States,Italy,Spain,Ireland,Denmark",142,"Patients with epithelial ovarian cancer, primary peritoneal cancer, or fallopian tube cancer (hereafter collectively referred to as platinum-resistant ovarian cancer and abbreviated as PROC)                   MedDRA version: 20.0                 Level: PT                 Classification code 10033128                 Term: Ovarian cancer                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.0                 Level: PT                 Classification code 10016180                 Term: Fallopian tube cancer                 System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)                                MedDRA version: 20.1                 Level: PT                 Classification code 10080244                 Term: Peritoneal cancer index                 System Organ Class: 10022891 - Investigations             ,Therapeutic area: Diseases [C] - Cancer [C04]",2019-04-09,3
825,EUCTR2019-001512-34-BE,"Phase 3,Phase 2,Phase 1",Daiichi Sankyo Inc.,,Product Name: DS-8201a Product Code: DS-8201a Pharmaceutical Form: Lyophilisate for solution for infusion INN or Proposed INN: Trastuzumab deruxtecan  Current Sponsor code: DS-8201A Other descriptive name:  Anti-HER2 antibody-drug conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-,"Belgium,Italy,Spain,United States,United Kingdom",72,"Therapeutic area: Diseases [C] - Cancer [C04],Unresectable or metastatic gastric or gastro-esophageal junction (GEJ) adenocarcinoma that has progressed on or after a trastuzumab-containing regimen     MedDRA version: 21.1 Level: LLT Classification code 10071114 Term: Metastatic gastric adenocarcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)   MedDRA version: 21.1 Level: LLT Classification code 10066354 Term: Adenocarcinoma of the gastroesophageal junction System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ",2019-08-30,3
826,NCT03859752,Phase 1,"Open Innovation Partners, Inc.",,Biological: TR1801-ADC,United States,15,"Unspecified Adult Solid Tumor, Protocol Specific",2019-02-26,1
827,EUCTR2018-002816-29-DE,"Phase 3,Phase 2,Phase 1",GlaxoSmithKline Research & Development Ltd,,Product Name: GSK2857916 Product Code: GSK2857916 Pharmaceutical Form: Solution for infusion INN or Proposed INN: Humanized IgG1 antibody drug conjugate CAS Number: N/A Current Sponsor code: GSK2857916 Other descriptive name: belantamab mafodotin Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 20-  Product Name: Pembrolizumab Product Code: MK-3475 Pharmaceutical Form: Solution for infusion INN or Proposed INN: PEMBROLIZUMAB Other descriptive name: MK-3475 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 25-,"Canada,Germany,United States,Spain",40,"Therapeutic area: Diseases [C] - Cancer [C04],Relapsed/Refractory Multiple Myeloma  MedDRA version: 21.0 Level: LLT Classification code 10028228 Term: Multiple myeloma System Organ Class: 100000004864 ",2019-02-25,3
828,EUCTR2018-000764-29-PL,"Phase 3,Phase 2,Phase 1",AstraZeneca AB,,Product Name: durvalumab Product Code: MEDI4736 Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: durvalumab CAS Number: 1428935-60-7 Current Sponsor code: MEDI4736 Other descriptive name: MEDI4736 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 50-  Product Name: Oleclumab Product Code: MEDI9447 Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: MEDI9447 CAS Number: NA Current Sponsor code: MEDI9447 Other descriptive name: MEDI9447 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 50-  Product Name: Capivasertib Product Code: AZD5363 Pharmaceutical Form: Tablet INN or Proposed INN: Capivasertib CAS Number: 1143532-39-1 Current Sponsor code: AZD5363 Other descriptive name: AZD5363 Concentration unit: mg milligram(s) Concentration type: range Concentration number: 160-200  Product Name: Trastuzumab Deruxtecan Product Code: DS-8201a Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: Trastuzumab Deruxtecan CAS Number: 1826843-81-5 Current Sponsor code: DS-8201a Other descriptive name: Anti-HER2 Antibody-Drug Conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-  Product Name: Datopotamab deruxtecan Product Code: Dato-DXd Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: Datopotamab deruxtecan CAS Number: 2238831-60-0 Current Sponsor code: DS-1062a Other descriptive name: Anti-trophoblast cell surface protein 2 (TROP2) antibody-drug conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-,"Poland,Korea, Republic of,Canada,Taiwan,United States,United Kingdom",320,"First-line (1L) Stage IV Triple Negative Breast Cancer (TNBC) - the subtype of breast cancer characterized by a lack of tumor expression of estrogen receptor, progesterone receptor, and human epidermal growth factor receptor 2.  MedDRA version: 20.0 Level: PT Classification code 10075566 Term: Triple negative breast cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-12-19,3
829,NCT03763370,,GlaxoSmithKline,,Drug: Belantamab mafodotin (GSK2857916) anti-BCMA-immunoconjugate,,,Multiple Myeloma,2018-11-30,
830,EUCTR2017-004758-40-DK,"Phase 3,Phase 2,Phase 1",Genmab A/S,,Product Name: Tisotumab vedotin Product Code: HuMax-TF-ADC Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: tisotumab vedotin CAS Number: 1418731-10-1 Current Sponsor code: IgG1-1015-011-1006 Other descriptive name: HUMAX-TF-ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-  Trade Name: Keytruda Product Name: Pembrolizumab Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: PEMBROLIZUMAB Other descriptive name: Keytruda Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 25-  Trade Name: Carboplatin Product Name: Carboplatin Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: Carboplatin Other descriptive name: CARBOPLATIN Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 10-  Trade Name: Avastin Product Name: Avastin Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: BEVACIZUMAB CAS Number: 216974-75-3 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 25-,"Germany,Belgium,United States,Italy,Netherlands,United Kingdom,Turkey,Czechia,Ireland,Denmark,Czech Republic",140,"recurrent or stage IVB cervical cancer  MedDRA version: 21.1 Level: PT Classification code 10008342 Term: Cervix carcinoma System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-11-16,3
831,EUCTR2018-000764-29-GB,"Phase 3,Phase 2,Phase 1",AstraZeneca AB,,Product Name: durvalumab Product Code: MEDI4736 Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: durvalumab CAS Number: 1428935-60-7 Current Sponsor code: MEDI4736 Other descriptive name: MEDI4736 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 50-  Product Name: Oleclumab Product Code: MEDI9447 Pharmaceutical Form: Concentrate for solution for infusion INN or Proposed INN: MEDI9447 CAS Number: NA Current Sponsor code: MEDI9447 Other descriptive name: MEDI9447 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 50-  Product Name: Capivasertib Product Code: AZD5363 Pharmaceutical Form: Tablet INN or Proposed INN: Capivasertib CAS Number: 1143532-39-1 Current Sponsor code: AZD5363 Other descriptive name: AZD5363 Concentration unit: mg milligram(s) Concentration type: range Concentration number: 80-200  Product Name: Capivasertib Product Code: AZD5363 Pharmaceutical Form: Tablet INN or Proposed INN: Capivasertib CAS Number: 1143532-39-1 Current Sponsor code: AZD5363 Other descriptive name: AZD5363 Concentration unit: mg milligram(s) Concentration type: range Concentration number: 160-200  Product Name: Trastuzumab Deruxtecan Product Code: DS-8201a Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: Trastuzumab Deruxtecan CAS Number: 1826843-81-5 Current Sponsor code: DS-8201a Other descriptive name: Anti-HER2 Antibody-Drug Conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-,"Poland,Korea, Republic of,Canada,Taiwan,United States,United Kingdom",191,"First-line (1L) Stage IV Triple Negative Breast Cancer (TNBC) - the subtype of breast cancer characterized by a lack of tumor expression of estrogen receptor, progesterone receptor, and human epidermal growth factor receptor 2.  MedDRA version: 20.0 Level: PT Classification code 10075566 Term: Triple negative breast cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-10-15,3
832,EUCTR2018-001772-38-IE,"Phase 3,Phase 2,Phase 1",AbbVie Deutschland GmbH & Co. KG,,Product Name: Telisotuzumab Vedotin Product Code: ABBV-399 Pharmaceutical Form: Lyophilisate for solution for infusion INN or Proposed INN: Telisotuzumab Vedotin Current Sponsor code: ABBV-399 Other descriptive name: ABT-700-vcMMAE ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 20-,"Poland,Czech Republic,Hungary,Belgium,Israel,Italy,Netherlands,Taiwan,United Kingdom,Romania,China,Australia,Ireland,United States,Switzerland,Japan,Bulgaria,Russian Federation,Korea, Republic of,Canada,Greece,Turkey,Czechia,France",270,"Non-Small Cell Lung Cancer  MedDRA version: 21.1 Level: PT Classification code 10061873 Term: Non-small cell lung cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-11-10,3
833,EUCTR2018-001772-38-HU,"Phase 3,Phase 2,Phase 1",AbbVie Deutschland GmbH & Co. KG,,Product Name: Telisotuzumab Vedotin Product Code: ABBV-399 Pharmaceutical Form: Lyophilisate for solution for infusion INN or Proposed INN: Telisotuzumab Vedotin Current Sponsor code: ABBV-399 Other descriptive name: ABT-700-vcMMAE ADC Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 20-,"Poland,Hungary,Belgium,Israel,Italy,Netherlands,Taiwan,United Kingdom,China,New Zealand,Australia,Ireland,Bulgaria,United States,Switzerland,Japan,Russian Federation,Korea, Republic of,Canada,Greece,Turkey,Czechia,France",310,"Non-Small Cell Lung Cancer  MedDRA version: 21.1 Level: PT Classification code 10061873 Term: Non-small cell lung cancer System Organ Class: 10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps) ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-09-10,3
834,EUCTR2018-000221-31-CZ,"Phase 3,Phase 2,Phase 1",Daiichi Sankyo Inc.,,Product Name: trastuzumab deruxtecan Product Code: DS-8201a Pharmaceutical Form: Powder for solution for infusion INN or Proposed INN: trastuzumab deruxtecan Current Sponsor code: DS-8201a Other descriptive name: Anti-HER2 antibody-drug conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-  Trade Name: Herceptin Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: trastuzumab CAS Number: 180288-69-1 Other descriptive name: trastuzumab Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade Name: Tyverb Pharmaceutical Form: Film-coated tablet INN or Proposed INN: lapatinib CAS Number: 231277-92-2 Other descriptive name: lapatinib Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 250-  Trade Name: Capecitabine Accord Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade Name: Capecitabin cell pharm Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade Name: Capecitabin cell pharm Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 500-  Trade Name: Capecitabine Dr. Reddy's Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade,"Germany,Belgium,Israel,Korea, Republic of,Italy,Brazil,Spain,Greece,United Kingdom,Turkey,Australia,France,United States,Japan,Czech Republic",600,"Unresectable/metastatic breast cancer with human epidermal growth factor receptor 2 (HER2)-positive expression  MedDRA version: 20.0 Level: LLT Classification code 10027475 Term: Metastatic breast cancer System Organ Class: 100000004864 ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-09-13,3
835,EUCTR2018-000221-31-BE,"Phase 3,Phase 2,Phase 1",Daiichi Sankyo Inc.,,Product Name: trastuzumab deruxtecan Product Code: DS-8201a Pharmaceutical Form: Powder for solution for infusion INN or Proposed INN: trastuzumab deruxtecan Current Sponsor code: DS-8201a Other descriptive name: Anti-HER2 antibody-drug conjugate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-  Trade Name: Herceptin Pharmaceutical Form: Powder for concentrate for solution for infusion INN or Proposed INN: trastuzumab CAS Number: 180288-69-1 Other descriptive name: trastuzumab Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade Name: Tyverb Pharmaceutical Form: Film-coated tablet INN or Proposed INN: lapatinib CAS Number: 231277-92-2 Other descriptive name: lapatinib Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 250-  Trade Name: Capecitabine Accord Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade Name: Capecitabin cell pharm Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade Name: Capecitabin cell pharm Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 500-  Trade Name: Capecitabine Dr. Reddy's Pharmaceutical Form: Film-coated tablet INN or Proposed INN: capecitabine Other descriptive name: capecitabine Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 150-  Trade,"Germany,Belgium,Czech Republic,Japan,Israel,Italy,Korea, Republic of,Brazil,Spain,Netherlands,Greece,Turkey,Czechia,Australia,United States,United Kingdom,France",600,"Unresectable/metastatic breast cancer with human epidermal growth factor receptor 2 (HER2)-positive expression  MedDRA version: 20.0 Level: LLT Classification code 10027475 Term: Metastatic breast cancer System Organ Class: 100000004864 ,Therapeutic area: Diseases [C] - Cancer [C04]",2018-11-09,3
836,NCT03539536,Phase 2,AbbVie,,Drug: Telisotuzumab vedotin,"Poland,Hungary,Belgium,Israel,Italy,Netherlands,Taiwan,United Kingdom,Romania,China,Australia,Ireland,United States,Bulgaria,Japan,Switzerland,Germany,Russian Federation,Puerto Rico,Korea, Republic of,Spain,Canada,Greece,Turkey,Czechia,France",270,Non-small Cell Lung Cancer,2018-05-17,2
837,EUCTR2017-004810-25-DE,"Phase 3,Phase 2,Phase 1",GlaxoSmithKline Research & Development Ltd,,"Product Name: GSK2857916 Product Code: GSK2857916 Pharmaceutical Form: Solution for infusion INN or Proposed INN: Humanized IgG1 antibody drug conjugate CAS Number: N/A Current Sponsor code: GSK2857916 Other descriptive name: GSK2857916 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 20-  Product Name: GSK2857916 Product Code: GSK2857916 Pharmaceutical Form: Solution for infusion INN or Proposed INN: Humanized IgG1 antibody drug conjugate CAS Number: N/A Current Sponsor code: GSK2857916 Other descriptive name: GSK2857916 Concentration unit: mg/ml milligram(s)/millilitre Concentration type: equal Concentration number: 20-  Product Name: GSK2857916 Product Code: GSK2857916 Pharmaceutical Form: Powder for solution for infusion INN or Proposed INN: Humanized IgG1 antibody drug conjugate  CAS Number: N/A Current Sponsor code: GSK2857916 Other descriptive name: GSK2857916 for Injection, 100mg Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 100-","Germany,Italy,Spain,Canada,Australia,United States,United Kingdom,France",230,"Therapeutic area: Diseases [C] - Cancer [C04],Relapsed/Refractory Multiple Myeloma  MedDRA version: 21.0 Level: LLT Classification code 10028228 Term: Multiple myeloma System Organ Class: 100000004864 ",2018-05-14,3
838,JPRN-jRCT2080223860,,"DAIICHI SANKYO Co.,Ltd.",,investigational material(s) Generic name etc : DS-8201a INN of investigational material : trastuzumab deruxtecan Therapeutic category code : 42- Antineoplastic agents Dosage and Administration for Investigational material : Intravenous  control material(s) Generic name etc : - INN of investigational material : - Therapeutic category code :  Dosage and Administration for Investigational material : -,"Europe,Japan,North America",170,HER2-over-expressing or HER2-mutated unresectable and/or metastatic non-squamous NSCLC,2018-09-04,
